AREA,PERIMETER,COUNT,GBCITY,GBPROV,GBCNTY,ENAME,A101001,A101002,A101003,A101004,A101005,A101006,A101007,A101008,A101009,A101010,A101011,A101012,A101013,A101014,A101015,A101016,A102001,A102002,A102003,A102004,A102005,A102006,A102007,A102008,A102009,A102010,A102011,A102012,A102013,A102014,A102015,A102016,A102017,A102018,A103001,A103002,A103003,A103004,A103005,A103006,A103007,A103008,A103009,A103010,A103011,A103012,A103013,A103014,A103015,A103016,A103017,A103018,A104001,A104002,A104003,A104004,A104005,A104006,A104007,A104008,A104009,A104010,A104011,A104012,A104013,A104014,A104015,A105001,A105002,A105003,A105004,A105005,A105006,A105007,A105008,A105009,A105010,A105011,A105012,A106001,A106002,A106003,A106004,A106005,A106006,A106007,A106008,A106009,A106010,A106011,A106012,A106013,A106014,A106015,A106016,A106017,A106018,A106019,A106020,A106021,A106022,A106023,A106024,A106025,A106026,A106027,A106028,A106029,A106030,A106031,A106032,A106033,A106034,A106035,A106036,A106037,A106038,A106039,A106040,A106041,A106042,A106043,A106044,A106045,A106046,A106047,A106048,A106049,A106050,A106051,A106052,A106053,A106054,A106055,A106056,A106057,A106058,A106059,A106060,A106061,A106062,A106063,A106064,A106065,A106066,A106067,A106068,A106069,A106070,A106071,A106072,A106073,A106074,A106075,A106076,A106077,A106078,A106079,A106080,A106081,A106082,A106083,A106084,A106085,A106086,A106087,A106088,A106089,A106090,A106091,A106092,A106093,A106094,A106095,A106096,A106097,A106098,A106099,A106100,A106101,A106102,A106103,A106104,A106105,A106106,A106107,A106108,A106109,A106110,A106111,A106112,A106113,A106114,A106115,A106116,A106117,A106118,A106119,A106120,A106121,A106122,A106123,A106124,A106125,A106126,A106127,A106128,A106129,A106130,A106131,A106132,A106133,A106134,A106135,A106136,A106137,A106138,A106139,A106140,A106141,A106142,A106143,A106144,A106145,A106146,A106147,A106148,A106149,A106150,A106151,A106152,A106153,A106154,A106155,A106156,A106157,A106158,A106159,A106160,A106161,A106162,A106163,A106164,A106165,A106166,A106167,A106168,testcount,testsum,testmean
0.117,1.66,1,1404,14,140423,Xiangyuan Xian,64786,64081,705,248383,129172,119211,108.36,245037,126409,118628,106.56,3346,2763,583,473.93,3.82,64786,64081,705,248383,129172,119211,108,245037,126409,118628,107,3346,2763,583,474,4,0,0,239061,123423,115638,230304,119352,110952,6826,3136,3690,1919,930,989,12,5,7,2.86,2.54,3.19,16148,8885,7263,9728,4995,4733,1879,1000,879,1664,815,849,2877,2075,802,246452,128237,118215,201241,102609,98632,45211,25628,19583,18.34,19.98,16.57,248383,129172,119211,248101,129029,119072,33,5,28,98,44,54,4,1,3,3,0,3,17,10,7,10,3,7,5,3,2,3,0,3,5,4,1,46,32,14,2,1,1,0,0,0,0,0,0,41,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,7088,4.19408284
0.118,1.776,1,1404,14,140424,Tunliu Xian,62448,61804,644,248225,128283,119942,106.95,245929,126577,119352,106.05,2296,1706,590,289.15,3.98,62448,61804,644,248225,128283,119942,107,245929,126577,119352,106,2296,1706,590,289,4,0,0,247663,127961,119702,236943,121726,115217,9919,5799,4120,801,436,365,0,0,0,4.01,4.53,3.44,10481,6121,4360,6262,3495,2767,1235,794,441,1457,879,578,1527,953,574,247424,127847,119577,226294,115245,111049,21130,12602,8528,8.54,9.86,7.13,248225,128283,119942,248120,128249,119871,37,7,30,21,9,12,1,0,1,1,1,0,7,1,6,8,2,6,0,0,0,0,0,0,4,3,1,9,7,2,0,0,0,0,0,0,9,4,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701,5978,3.514403292
0.151,2.337,1,1404,14,140425,Pingshun Xian,44850,44495,355,160868,83379,77489,107.6,158547,81597,76950,106.04,2321,1782,539,330.61,3.56,44850,44495,355,160868,83379,77489,108,158547,81597,76950,106,2321,1782,539,331,4,0,0,159862,82323,77539,154054,79214,74840,5440,2924,2516,367,184,183,1,1,0,3.4,3.55,3.24,6446,3980,2466,4785,2872,1913,646,397,249,464,290,174,551,421,130,160500,83194,77306,148239,75367,72872,12261,7827,4434,7.64,9.41,5.74,160868,83379,77489,160845,83370,77475,6,3,3,2,1,1,1,0,1,1,1,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,4,2,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178,3305,1.517447199
0.114,1.766,1,1404,14,140426,Licheng Xian,44835,44409,426,155075,82119,72956,112.56,151388,79011,72377,109.17,3687,3108,579,536.79,3.41,44835,44409,426,155075,82119,72956,113,151388,79011,72377,109,3687,3108,579,537,3,0,0,148607,77649,70958,141726,73761,67965,6106,3492,2614,775,396,379,0,0,0,4.11,4.5,3.68,12574,7962,4612,9223,5293,3930,554,384,170,1532,1306,226,1265,979,286,154300,81723,72577,136996,70999,65997,17304,10724,6580,11.21,13.12,9.07,155075,82119,72956,155033,82094,72939,0,0,0,15,11,4,0,0,0,2,1,1,1,0,1,9,4,5,0,0,0,0,0,0,3,3,0,9,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634,3642,2.228886169
0.101,1.737,1,1404,14,140427,Huguan Xian,72979,72759,220,282564,143171,139393,102.71,281356,142170,139186,102.14,1208,1001,207,483.57,3.87,72979,72759,220,282564,143171,139393,103,281356,142170,139186,102,1208,1001,207,484,4,0,0,279302,141084,138218,275226,138690,136536,3218,1980,1238,858,414,444,0,0,0,1.15,1.4,0.9,6480,4067,2413,4402,2654,1748,992,691,301,538,310,228,548,412,136,281706,142757,138949,261422,129855,131567,20284,12902,7382,7.2,9.04,5.31,282564,143171,139393,281959,142877,139082,23,8,15,566,281,285,2,0,2,2,1,1,0,0,0,2,0,2,3,2,1,3,1,2,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,6161,4.251897861
0.103,1.612,1,1404,14,140428,Zhangzi Xian,84676,84529,147,337354,172225,165129,104.3,336690,171717,164973,104.09,664,508,156,325.64,3.98,84676,84529,147,337354,172225,165129,104,336690,171717,164973,104,664,508,156,326,4,0,0,332988,169120,163868,324673,164582,160091,5837,3307,2530,2469,1223,1246,9,8,1,1.75,1.96,1.54,10203,6412,3791,7520,4564,2956,1066,772,294,1140,777,363,477,299,178,334876,170994,163882,311923,156426,155497,22953,14568,8385,6.85,8.52,5.12,337354,172225,165129,336861,171988,164873,10,2,8,440,217,223,0,0,0,2,1,1,1,1,0,10,5,5,0,0,0,0,0,0,7,3,4,5,2,3,0,0,0,0,0,0,0,0,0,18,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,4657,3.127602418
0.163,2.752,1,1404,14,140429,Wuxiang Xian,53129,52487,642,196097,104791,91306,114.77,191855,101500,90355,112.33,4242,3291,951,346.06,3.66,53129,52487,642,196097,104791,91306,115,191855,101500,90355,112,4242,3291,951,346,4,0,0,198696,105959,92737,186303,98846,87457,11832,6829,5003,559,283,276,2,1,1,5.95,6.44,5.39,9233,5661,3572,6876,3967,2909,245,156,89,886,562,324,1226,976,250,195536,104507,91029,174007,91374,82633,21529,13133,8396,11.01,12.57,9.22,196097,104791,91306,196056,104769,91287,8,4,4,5,4,1,3,2,1,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,12,3,9,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2348,2547,1.084752981
0.133,1.946,1,1404,14,140430,Qin Xian,45571,44716,855,169959,89473,80486,111.17,161802,85161,76641,111.12,8157,4312,3845,112.15,3.62,45571,44716,855,169959,89473,80486,111,161802,85161,76641,111,8157,4312,3845,112,4,0,0,162067,85121,76946,157210,82438,74772,3714,2078,1636,1139,602,537,4,3,1,2.29,2.44,2.13,11606,6430,5176,9588,5241,4347,572,318,254,886,510,376,560,361,199,168816,88868,79948,140955,73436,67519,27861,15432,12429,16.5,17.37,15.55,169959,89473,80486,169920,89452,80468,1,0,1,17,10,7,2,0,2,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,3,2,1,11,5,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924,1532,0.796257796
0.262,2.334,1,1404,14,140431,Qinyuan Xian,40500,39881,619,154305,82437,71868,114.71,147675,77940,69735,111.77,6630,4497,2133,210.83,3.7,40500,39881,619,154305,82437,71868,115,147675,77940,69735,112,6630,4497,2133,211,4,0,0,148382,78543,69839,142219,75406,66813,5558,2836,2722,600,299,301,5,2,3,3.75,3.61,3.9,11481,6730,4751,7462,3914,3548,382,242,140,1678,1100,578,1959,1474,485,153700,82136,71564,136000,71808,64192,17700,10328,7372,11.52,12.57,10.3,154305,82437,71868,154240,82409,71831,13,1,12,12,6,6,1,0,1,2,0,2,5,3,2,2,1,1,0,0,0,0,0,0,0,0,0,5,0,5,1,0,1,1,1,0,1,0,1,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3766,5589,1.484067977
0.061,1.344,1,1404,14,140481,Lucheng Shi,55105,54311,794,213944,111293,102651,108.42,209989,107621,102368,105.13,3955,3672,283,1297.53,3.87,55105,54311,794,213944,111293,102651,108,209989,107621,102368,105,3955,3672,283,1298,4,0,0,203899,104885,99014,193177,99139,94038,9030,4922,4108,1682,817,865,10,7,3,4.43,4.69,4.15,19075,11330,7745,8079,4456,3623,2961,1721,1240,4872,2738,2134,3163,2415,748,212252,110469,101783,175009,89163,85846,37243,21306,15937,17.55,19.29,15.66,213944,111293,102651,213756,111195,102561,29,11,18,67,34,33,2,1,1,2,0,2,14,13,1,7,5,2,1,0,1,2,0,2,0,0,0,54,26,28,0,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,10481,11.97828571
0.008,0.346,1,1405,14,140502,Cheng Qu,91128,87053,4075,304221,157663,146558,107.58,286722,145363,141359,102.83,17499,12300,5199,236.58,3.29,91128,87053,4075,304221,157663,146558,108,286722,145363,141359,103,17499,12300,5199,237,3,0,0,198672,100418,98254,190402,96227,94175,3558,1823,1735,4701,2364,2337,11,4,7,1.79,1.82,1.77,109107,59068,50039,1061,503,558,44075,23033,21042,38315,19694,18621,25656,15838,9818,299509,155295,144214,132404,66854,65550,167105,88441,78664,55.79,56.95,54.55,304221,157663,146558,300923,156038,144885,120,42,78,2913,1436,1477,21,11,10,27,21,6,12,9,3,21,12,9,11,5,6,12,4,8,23,16,7,97,48,49,11,9,2,0,0,0,6,1,5,7,6,1,2,0,2,0,0,0,3,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,4680,39
0.27,3.125,1,1405,14,140521,Qinshui Xian,62569,61241,1328,211440,110365,101075,109.19,205759,105329,100430,104.88,5681,5036,645,780.78,3.36,62569,61241,1328,211440,110365,101075,109,205759,105329,100430,105,5681,5036,645,781,3,0,0,198754,101609,97145,190756,97434,93322,7078,3700,3378,916,473,443,4,2,2,3.56,3.64,3.48,19764,12456,7308,9641,5090,4551,924,622,302,2324,1554,770,6875,5190,1685,210520,109890,100630,179471,91274,88197,31049,18616,12433,14.75,16.94,12.36,211440,110365,101075,211183,110262,100921,88,17,71,45,23,22,14,11,3,11,6,5,19,8,11,23,12,11,2,1,1,6,2,4,10,3,7,9,7,2,1,0,1,0,0,0,0,0,0,6,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3890,4761,1.223907455
0.193,2.375,1,1405,14,140522,Yangcheng Xian,118683,115181,3502,406708,209124,197584,105.84,393688,198926,194762,102.14,13020,10198,2822,361.37,3.42,118683,115181,3502,406708,209124,197584,106,393688,198926,194762,102,13020,10198,2822,361,3,0,0,379941,191608,188333,371726,187271,184455,6377,3469,2908,1837,867,970,1,1,0,1.68,1.81,1.54,33144,20985,12159,16847,9651,7196,1577,1103,474,6093,4124,1969,8627,6107,2520,404870,208256,196614,347349,174654,172695,57521,33602,23919,14.21,16.13,12.17,406708,209124,197584,405691,208625,197066,125,41,84,709,366,343,16,10,6,12,6,6,26,9,17,14,5,9,10,5,5,12,5,7,32,15,17,17,12,5,7,4,3,0,0,0,2,0,2,26,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2787,10859,3.89630427
0.166,1.91,1,1405,14,140524,Lingchuan Xian,68014,67725,289,249782,129512,120270,107.68,248793,128747,120046,107.25,989,765,224,341.52,3.67,68014,67725,289,249782,129512,120270,108,248793,128747,120046,107,989,765,224,342,4,0,0,245002,126528,118474,237251,122522,114729,6135,3166,2969,1613,837,776,3,3,0,2.5,2.5,2.51,10915,6150,4765,7738,4155,3583,498,306,192,1443,884,559,1236,805,431,248166,128672,119494,225336,114001,111335,22830,14671,8159,9.2,11.4,6.83,249782,129512,120270,248967,129116,119851,38,12,26,719,357,362,9,6,3,6,3,3,6,3,3,14,6,8,4,0,4,5,2,3,6,4,2,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2398,3572,1.489574646
0.208,2.681,1,1405,14,140525,Zezhou Xian,142121,136594,5527,517162,269035,248127,108.43,494086,248027,246059,100.8,23076,21008,2068,1015.86,3.62,142121,136594,5527,517162,269035,248127,108,494086,248027,246059,101,23076,21008,2068,1016,4,0,0,486302,245438,240864,469452,236836,232616,13262,6764,6498,3586,1836,1750,2,2,0,2.73,2.76,2.7,44122,30361,13761,8418,4517,3901,9158,5987,3171,7252,4883,2369,19294,14974,4320,513574,267197,246377,467449,236197,231252,46125,31000,15125,8.98,11.6,6.14,517162,269035,248127,515990,268392,247598,304,129,175,365,202,163,37,17,20,21,14,7,114,72,42,45,23,22,11,5,6,76,50,26,40,17,23,67,34,33,19,15,4,0,0,0,1,1,0,56,53,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2978,24597,8.259570181
0.097,1.496,1,1405,14,140581,Gaoping Shi,125106,123489,1617,471671,236439,235232,100.51,464013,229963,234050,98.25,7658,6476,1182,547.88,3.76,125106,123489,1617,471671,236439,235232,101,464013,229963,234050,98,7658,6476,1182,548,4,0,0,452345,222903,229442,436797,214845,221952,13275,6886,6389,2271,1172,1099,2,0,2,2.93,3.09,2.78,32601,20422,12179,18847,10879,7968,2335,1444,891,5182,3380,1802,6237,4719,1518,469398,235267,234131,412961,200209,212752,56437,35058,21379,12.02,14.9,9.13,471671,236439,235232,471170,236204,234966,71,26,45,295,153,142,21,8,13,11,5,6,24,9,15,15,5,10,12,5,7,13,5,8,9,4,5,8,4,4,5,1,4,0,0,0,0,0,0,8,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398,10419,7.4527897
0.187,2.044,1,1406,14,140602,Shuocheng Qu,104498,103105,1393,388638,199695,188943,105.69,380923,194975,185948,104.85,7715,4720,2995,157.6,3.69,104498,103105,1393,388638,199695,188943,106,380923,194975,185948,105,7715,4720,2995,158,4,0,0,333822,170974,162848,318106,162967,155139,11435,5914,5521,4270,2086,2184,11,7,4,3.43,3.46,3.39,66251,34635,31616,1487,778,709,42926,22107,20819,14248,7667,6581,7590,4083,3507,384357,197602,186755,259305,129385,129920,125052,68217,56835,32.54,34.52,30.43,388638,199695,188943,388192,199511,188681,83,30,53,111,53,58,9,3,6,3,2,1,7,2,5,26,8,18,8,2,6,3,1,2,21,9,12,130,63,67,2,0,2,0,0,0,4,2,2,17,0,17,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685,10785,4.016759777
0.239,2.606,1,1406,14,140603,Pinglu Qu,44274,43982,292,175258,90926,84332,107.82,174043,89794,84249,106.58,1215,1132,83,1363.86,3.96,44274,43982,292,175258,90926,84332,108,174043,89794,84249,107,1215,1132,83,1364,4,0,0,158749,83137,75612,148319,77252,71067,8771,5050,3721,1659,835,824,0,0,0,5.53,6.07,4.92,25280,12839,12441,188,93,95,21194,10477,10717,1294,817,477,2604,1452,1152,173599,90091,83508,147272,74144,73128,26327,15947,10380,15.17,17.7,12.43,175258,90926,84332,175107,90852,84255,25,10,15,28,15,13,8,2,6,1,1,0,7,4,3,11,1,10,3,1,2,5,4,1,12,7,5,12,5,7,1,1,0,0,0,0,1,0,1,15,9,6,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3452,6549,1.897161066
0.174,2.307,1,1406,14,140621,Shanyin Xian,58539,58268,271,217299,112351,104948,107.05,215829,111206,104623,106.29,1470,1145,325,352.31,3.7,58539,58268,271,217299,112351,104948,107,215829,111206,104623,106,1470,1145,325,352,4,0,0,196575,101845,94730,188230,97447,90783,4920,2715,2205,3422,1681,1741,3,2,1,2.5,2.67,2.33,25644,13221,12423,17581,9142,8439,1662,868,794,3057,1705,1352,3344,1506,1838,213874,110668,103206,173086,87038,86048,40788,23630,17158,19.07,21.35,16.63,217299,112351,104948,216972,112269,104703,71,26,45,38,14,24,10,1,9,7,1,6,21,7,14,91,13,78,3,0,3,5,0,5,8,4,4,29,11,18,1,0,1,0,0,0,2,0,2,33,3,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505,6020,2.403193613
0.175,1.787,1,1406,14,140622,Ying Xian,74431,73861,570,279483,145102,134381,107.98,276913,143286,133627,107.23,2570,1816,754,240.85,3.75,74431,73861,570,279483,145102,134381,108,276913,143286,133627,107,2570,1816,754,241,4,0,0,259304,136873,122431,242304,128680,113624,9025,4347,4678,7975,3846,4129,0,0,0,3.48,3.18,3.82,29204,12576,16628,20686,9494,11192,642,339,303,3788,1733,2055,4088,1010,3078,271508,141256,130252,243143,124203,118940,28365,17053,11312,10.45,12.07,8.68,279483,145102,134381,279119,145007,134112,77,15,62,44,14,30,25,5,20,18,2,16,19,6,13,79,23,56,11,6,5,6,3,3,22,10,12,20,9,11,4,0,4,0,0,0,2,0,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,26,2,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516,6152,2.445151033
0.211,2.167,1,1406,14,140623,Youyu Xian,28516,28212,304,105143,54515,50628,107.68,104134,53670,50464,106.35,1009,845,164,515.24,3.69,28516,28212,304,105143,54515,50628,108,104134,53670,50464,106,1009,845,164,515,4,0,0,93808,49567,44241,81890,43821,38069,8168,3880,4288,3749,1865,1884,1,1,0,8.71,7.83,9.69,19503,8828,10675,15539,7121,8418,865,364,501,1169,594,575,1930,749,1181,101393,52649,48744,87389,44324,43065,14004,8325,5679,13.81,15.81,11.65,105143,54515,50628,104590,54222,50368,91,34,57,93,63,30,7,1,6,2,1,1,6,3,3,11,4,7,5,2,3,1,1,0,2,0,2,322,174,148,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3051,844,0.276630613
