AREA,PERIMETER,COUNT,GBCITY,GBPROV,GBCNTY,ENAME,A101001,A101002,A101003,A101004,A101005,A101006,A101007,A101008,A101009,A101010,A101011,A101012,A101013,A101014,A101015,A101016,A102001,A102002,A102003,A102004,A102005,A102006,A102007,A102008,A102009,A102010,A102011,A102012,A102013,A102014,A102015,A102016,A102017,A102018,A103001,A103002,A103003,A103004,A103005,A103006,A103007,A103008,A103009,A103010,A103011,A103012,A103013,A103014,A103015,A103016,A103017,A103018,A104001,A104002,A104003,A104004,A104005,A104006,A104007,A104008,A104009,A104010,A104011,A104012,A104013,A104014,A104015,A105001,A105002,A105003,A105004,A105005,A105006,A105007,A105008,A105009,A105010,A105011,A105012,A106001,A106002,A106003,A106004,A106005,A106006,A106007,A106008,A106009,A106010,A106011,A106012,A106013,A106014,A106015,A106016,A106017,A106018,A106019,A106020,A106021,A106022,A106023,A106024,A106025,A106026,A106027,A106028,A106029,A106030,A106031,A106032,A106033,A106034,A106035,A106036,A106037,A106038,A106039,A106040,A106041,A106042,A106043,A106044,A106045,A106046,A106047,A106048,A106049,A106050,A106051,A106052,A106053,A106054,A106055,A106056,A106057,A106058,A106059,A106060,A106061,A106062,A106063,A106064,A106065,A106066,A106067,A106068,A106069,A106070,A106071,A106072,A106073,A106074,A106075,A106076,A106077,A106078,A106079,A106080,A106081,A106082,A106083,A106084,A106085,A106086,A106087,A106088,A106089,A106090,A106091,A106092,A106093,A106094,A106095,A106096,A106097,A106098,A106099,A106100,A106101,A106102,A106103,A106104,A106105,A106106,A106107,A106108,A106109,A106110,A106111,A106112,A106113,A106114,A106115,A106116,A106117,A106118,A106119,A106120,A106121,A106122,A106123,A106124,A106125,A106126,A106127,A106128,A106129,A106130,A106131,A106132,A106133,A106134,A106135,A106136,A106137,A106138,A106139,A106140,A106141,A106142,A106143,A106144,A106145,A106146,A106147,A106148,A106149,A106150,A106151,A106152,A106153,A106154,A106155,A106156,A106157,A106158,A106159,A106160,A106161,A106162,A106163,A106164,A106165,A106166,A106167,A106168,testcount,testsum,testmean
0.008,0.388,1,4402,44,440204,Zhenjiang Qu,66551,61567,4984,204640,109209,95431,114.44,183437,94294,89143,105.78,21203,14915,6288,237.2,2.98,204640,109209,95431,127283,69045,58238,69416,35592,33824,2892,1831,1061,5011,2721,2290,38,20,18,146873,79227,67646,127283,69045,58238,14541,7441,7100,5011,2721,2290,38,20,18,9.9,9.39,10.5,72308,37423,34885,249,113,136,27622,14058,13564,28112,13294,14818,16325,9958,6367,199591,106468,93123,51735,27247,24488,147856,79221,68635,74.08,74.41,73.7,204640,109209,95431,203309,108376,94933,28,18,10,67,35,32,9,5,4,1,0,1,112,76,36,3,1,2,312,202,110,13,8,5,7,4,3,99,54,45,32,20,12,312,180,132,14,9,5,192,136,56,0,0,0,0,0,0,1,1,0,5,1,4,0,0,0,0,0,0,113,78,35,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1177,9.491935484
0.285,4.373,1,4402,44,440221,Qujiang Xian,96010,93851,2159,366031,189210,176821,107.01,347420,177205,170215,104.11,18611,12005,6606,181.73,3.7,366031,189210,176821,301793,154201,147592,43463,24179,19284,1640,1076,564,19130,9752,9378,5,2,3,363009,184462,178547,301793,154201,147592,42081,20507,21574,19130,9752,9378,5,2,3,11.59,11.12,12.08,45103,25255,19848,15560,7811,7749,501,274,227,16885,9343,7542,12157,7827,4330,346896,179456,167440,259970,133625,126345,86926,45831,41095,25.06,25.54,24.54,366031,189210,176821,361576,186938,174638,5,1,4,50,14,36,10,3,7,1,1,0,125,67,58,11,6,5,293,132,161,54,37,17,3,1,2,26,13,13,53,23,30,3459,1763,1696,14,2,12,260,160,100,2,0,2,0,0,0,3,1,2,6,2,4,0,0,0,0,0,0,34,18,16,2,2,0,1,0,1,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,20,17,3,1,0,1,6,3,3,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100,11526,2.811219512
0.19,2.226,1,4402,44,440222,Shixing Xian,56358,55666,692,205684,102216,103468,98.79,201277,99695,101582,98.14,4407,2521,1886,133.67,3.62,205684,102216,103468,189199,93701,95498,14758,7713,7045,669,347,322,1056,455,601,2,0,2,222984,110714,112270,189199,93701,95498,32727,16558,16169,1056,455,601,2,0,2,14.68,14.96,14.4,15427,8060,7367,9327,4635,4692,56,33,23,1711,902,809,4333,2490,1843,204626,101761,102865,165581,80384,85197,39045,21377,17668,19.08,21.01,17.18,205684,102216,103468,198628,98470,100158,3,2,1,3,3,0,0,0,0,0,0,0,27,13,14,1,0,1,81,33,48,2,0,2,4,2,2,2,2,0,20,7,13,4115,2168,1947,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2781,1513,1268,1,1,0,1,0,1,0,0,0,1,0,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,2219,0.812225476
0.14,2.061,1,4402,44,440224,Renhua Xian,45591,44782,809,163213,84292,78921,106.81,159008,80947,78061,103.7,4205,3345,860,388.95,3.55,163213,84292,78921,133024,67933,65091,27742,15053,12689,763,469,294,1681,836,845,3,1,2,155610,78833,76777,133024,67933,65091,20902,10063,10839,1681,836,845,3,1,2,13.43,12.76,14.12,28505,15522,12983,7158,3579,3579,11,5,6,13192,6935,6257,8144,5003,3141,161529,83455,78074,111039,56517,54522,50490,26938,23552,31.26,32.28,30.17,163213,84292,78921,161515,83433,78082,1,0,1,21,11,10,2,1,1,0,0,0,65,25,40,12,0,12,101,54,47,1,0,1,1,0,1,8,4,4,1,0,1,1025,505,520,3,0,3,51,34,17,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,393,223,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3413,1.695479384
0.194,2.538,1,4402,44,440229,Wengyuan Xian,84277,83291,986,310956,159731,151225,105.62,303847,154754,149093,103.8,7109,4977,2132,233.44,3.65,310956,159731,151225,282357,144441,137916,26295,14128,12167,873,492,381,1424,664,760,7,6,1,333762,171414,162348,282357,144441,137916,49974,26303,23671,1424,664,760,7,6,1,14.97,15.34,14.58,27168,14620,12548,19020,9740,9280,60,36,24,3406,1875,1531,4682,2969,1713,309525,159061,150464,250523,127500,123023,59002,31561,27441,19.06,19.84,18.24,310956,159731,151225,308749,158661,150088,11,5,6,4,1,3,4,0,4,2,1,1,98,57,41,9,4,5,419,113,306,35,22,13,0,0,0,13,9,4,13,7,6,1440,757,683,5,5,0,89,70,19,1,0,1,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,22,11,11,0,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,10,7,2,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2793,4402,1.576083065
0.205,2.667,1,4402,44,440232,Ruyuan Yao Zizhixian,45473,44262,1211,177894,93768,84126,111.46,169206,86603,82603,104.84,8688,7165,1523,470.45,3.82,177894,93768,84126,153377,78702,74675,21538,13307,8231,1154,864,290,1823,895,928,2,0,2,181158,93259,87899,153377,78702,74675,25956,13662,12294,1823,895,928,2,0,2,14.33,14.65,13.99,22692,14171,8521,9383,4563,4820,4,3,1,3760,2220,1540,9545,7385,2160,176069,92873,83196,143548,74554,68994,32521,18319,14202,18.47,19.72,17.07,177894,93768,84126,157634,83331,74303,18,8,10,8,5,3,2,1,1,0,0,0,67,44,23,2,2,0,119,63,56,6,2,4,2,0,2,55,32,23,50,43,7,19121,9757,9364,5,5,0,128,97,31,0,0,0,0,0,0,1,0,1,10,4,6,1,0,1,0,0,0,658,369,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2956,5163,1.74661705
0.168,2.65,1,4402,44,440233,Xinfeng Xian,46852,46290,562,179388,91760,87628,104.72,175734,89437,86297,103.64,3654,2323,1331,174.53,3.8,179388,91760,87628,162222,83131,79091,13985,6925,7060,729,499,230,2452,1205,1247,0,0,0,206658,107154,99504,162222,83131,79091,41984,22818,19166,2452,1205,1247,0,0,0,20.32,21.29,19.26,14714,7424,7290,9524,4694,4830,60,26,34,1903,966,937,3227,1738,1489,176936,90555,86381,136285,68206,68079,40651,22349,18302,22.97,24.68,21.19,179388,91760,87628,179166,91630,87536,4,0,4,0,0,0,3,1,2,2,2,0,48,35,13,0,0,0,50,13,37,0,0,0,0,0,0,10,3,7,22,16,6,7,3,4,14,11,3,57,43,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2413,3331,1.380439287
0.217,2.783,1,4402,44,440281,Lechang Shi,118668,115436,3232,423444,223788,199656,112.09,401758,204865,196893,104.05,21686,18923,2763,684.87,3.48,423444,223788,199656,363714,187125,176589,43702,23071,20631,1870,1152,718,14134,12432,1702,24,8,16,448645,235532,213113,363714,187125,176589,70773,35967,34806,14134,12432,1702,24,8,16,15.77,15.27,16.33,45572,24223,21349,22841,11204,11637,90,50,40,6101,3281,2820,16540,9688,6852,409286,211348,197938,289152,147148,142004,120134,64200,55934,29.35,30.38,28.26,423444,223788,199656,421443,222534,198909,31,17,14,45,38,7,10,8,2,0,0,0,213,181,32,4,4,0,230,151,79,26,22,4,7,2,5,30,21,9,70,56,14,1112,570,542,1,1,0,140,127,13,2,0,2,0,0,0,2,1,1,24,17,7,0,0,0,0,0,0,19,14,5,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,17,12,5,0,0,0,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,6008,1.925641026
0.207,2.548,1,4402,44,440282,Nanxiong Shi,106540,105117,1423,372844,185330,187514,98.84,364091,179034,185057,96.75,8753,6296,2457,256.25,3.46,372844,185330,187514,340158,168287,171871,28932,15211,13721,680,411,269,3066,1417,1649,8,4,4,417434,209025,208409,340158,168287,171871,74202,39317,34885,3066,1417,1649,8,4,4,17.78,18.81,16.74,29612,15622,13990,21528,10747,10781,147,85,62,2204,1289,915,5733,3501,2232,369770,183909,185861,304959,149031,155928,64811,34878,29933,17.53,18.96,16.11,372844,185330,187514,368222,182850,185372,3,1,2,7,5,2,1,0,1,0,0,0,26,9,17,2,0,2,47,15,32,22,12,10,3,1,2,2,1,1,13,6,7,19,12,7,0,0,0,20,13,7,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4430,2392,2038,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,3,1,2,0,0,0,3,3,0,0,0,0,0,0,0,7,4,3,0,0,0,5,3,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2976,2261,0.759744624
0.005,0.33,1,4403,44,440303,Luohu Qu,248385,194274,54111,774805,399739,375066,106.58,509403,247266,262137,94.33,265402,152473,112929,135.02,2.62,774805,399739,375066,190443,99080,91363,508947,261440,247507,70757,36214,34543,4144,2752,1392,514,253,261,211242,110400,100842,190443,99080,91363,16141,8315,7826,4144,2752,1392,514,253,261,7.64,7.53,7.76,579704,297654,282050,1676,844,832,56680,28948,27732,222010,119044,102966,299338,148818,150520,770147,396734,373413,339260,180137,159123,430887,216597,214290,55.95,54.6,57.39,774805,399739,375066,765466,395342,370124,551,247,304,1144,551,593,124,63,61,130,86,44,899,401,498,151,84,67,2101,1018,1083,203,96,107,363,180,183,1004,472,532,566,238,328,477,217,260,87,39,48,930,425,505,64,47,17,3,0,3,42,14,28,136,46,90,0,0,0,12,6,6,109,53,56,4,1,3,3,1,2,50,27,23,1,1,0,2,1,1,1,1,0,0,0,0,49,20,29,8,4,4,19,9,10,7,3,4,0,0,0,5,3,2,1,1,0,30,12,18,35,20,15,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,0,0,0,0,1,0,1,0,0,0,8,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,69,4314,62.52173913
0.006,0.373,1,4403,44,440304,Futian Qu,297783,233258,64525,909571,479965,429606,111.72,595033,294857,300176,98.23,314538,185108,129430,143.02,2.55,909571,479965,429606,227609,117583,110026,601720,317743,283977,76736,42854,33882,2770,1431,1339,736,354,382,247630,127898,119732,227609,117583,110026,16515,8530,7985,2770,1431,1339,736,354,382,6.67,6.67,6.67,678456,360597,317859,1609,828,781,75166,39499,35667,208834,114918,93916,392847,205352,187495,906065,478180,427885,374449,202195,172254,531616,275985,255631,58.67,57.72,59.74,909571,479965,429606,896059,473768,422291,900,412,488,1571,771,800,152,78,74,145,96,49,1271,488,783,413,215,198,2367,1112,1255,272,103,169,782,363,419,1582,753,829,719,289,430,558,228,330,328,171,157,1605,709,896,212,139,73,5,3,2,52,20,32,114,37,77,4,3,1,19,7,12,161,75,86,1,1,0,7,5,2,15,5,10,0,0,0,10,3,7,5,1,4,1,1,0,38,17,21,17,10,7,29,16,13,14,3,11,8,4,4,2,1,1,20,10,10,32,13,19,36,16,20,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,10,3,7,2,1,1,3,1,2,0,0,0,2,0,2,8,4,4,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,88,5519,62.71590909
0.012,0.614,1,4403,44,440305,Nanshan Qu,228265,149641,78624,722095,383463,338632,113.24,383266,200593,182673,109.81,338829,182870,155959,117.26,2.56,722095,383463,338632,122111,65375,56736,544406,287840,256566,53117,28923,24194,2120,1141,979,341,184,157,129201,69287,59914,122111,65375,56736,4629,2587,2042,2120,1141,979,341,184,157,3.58,3.73,3.41,597523,316763,280760,675,356,319,36121,19627,16494,192885,105005,87880,367842,191775,176067,719634,382138,337496,380225,197544,182681,339409,184594,154815,47.16,48.31,45.87,722095,383463,338632,708772,377097,331675,650,324,326,1240,597,643,93,45,48,105,66,39,1432,668,764,156,84,72,3461,1631,1830,301,151,150,561,268,293,1103,574,529,984,435,549,570,295,275,152,69,83,1834,851,983,36,16,20,4,4,0,47,19,28,89,36,53,5,4,1,57,23,34,161,80,81,3,2,1,1,0,1,16,8,8,5,2,3,18,9,9,4,1,3,0,0,0,45,19,26,10,2,8,47,14,33,17,11,6,1,0,1,4,3,1,10,7,3,30,15,15,46,21,25,1,0,1,0,0,0,1,0,1,1,1,0,3,0,3,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,168,9928,59.0952381
0.066,1.24,1,4403,44,440306,Bao'an Qu,758716,356077,402639,2735129,1309172,1425957,91.81,935811,495382,440429,112.48,1799318,813790,985528,82.57,2.63,2735129,1309172,1425957,209179,104750,104429,2186277,1029474,1156803,331117,170269,160848,8454,4619,3835,102,60,42,229761,115654,114107,209179,104750,104429,12026,6225,5801,8454,4619,3835,102,60,42,5.23,5.38,5.08,2517394,1199743,1317651,1687,927,760,21706,12093,9613,657576,341809,315767,1836425,844914,991511,2726573,1304493,1422080,2331194,1087338,1243856,395379,217155,178224,14.5,16.65,12.53,2735129,1309172,1425957,2602863,1255824,1347039,1474,615,859,1750,811,939,478,185,293,199,124,75,13644,6125,7519,1060,378,682,81368,31442,49926,1777,767,1010,1624,827,797,767,421,346,5646,2185,3461,4942,1952,2990,621,248,373,11822,5333,6489,110,60,50,4,2,2,69,35,34,558,204,354,12,5,7,16,7,9,633,337,296,15,8,7,5,2,3,232,100,132,6,3,3,4,2,2,4,0,4,1,0,1,452,210,242,6,4,2,917,368,549,72,23,49,7,1,6,1,1,0,115,34,81,837,265,572,5,0,5,3,3,0,0,0,0,4,2,2,6,3,3,5,3,2,0,0,0,5,3,2,0,0,0,0,0,0,1,0,1,26,7,19,0,0,0,5,2,3,0,0,0,0,0,0,2,1,1,0,0,0,954,52234,54.75262055
0.07,2.2,1,4403,44,440307,Longgang Qu,397277,230156,167121,1714908,806398,908510,88.76,632136,330219,301917,109.37,1082772,476179,606593,78.5,2.75,1714908,806398,908510,142728,70580,72148,1452124,677469,774655,115101,55240,59861,4866,3047,1819,89,62,27,157150,78401,78749,142728,70580,72148,9467,4712,4755,4866,3047,1819,89,62,27,6.02,6.01,6.04,1567225,732709,834516,3411,1851,1560,20130,11168,8962,453500,239463,214037,1090184,480227,609957,1709953,803289,906664,1468165,672222,795943,241788,131067,110721,14.14,16.32,12.21,1714908,806398,908510,1659571,784247,875324,922,384,538,934,456,478,294,106,188,140,80,60,8135,3157,4978,452,238,214,22708,8972,13736,1745,768,977,639,329,310,508,272,236,4549,1922,2627,2171,783,1388,405,194,211,9464,3483,5981,28,13,15,1,0,1,24,9,15,373,146,227,3,3,0,203,65,138,517,279,238,4,3,1,2,0,2,116,63,53,4,1,3,3,2,1,31,17,14,0,0,0,358,155,203,8,5,3,184,60,124,13,10,3,7,1,6,8,4,4,53,12,41,142,75,67,8,4,4,0,0,0,1,0,1,2,1,1,1,0,1,0,0,0,3,3,0,5,1,4,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1008,37323,37.02678571
0.005,0.472,1,4403,44,440308,Yantian Qu,39195,25332,13863,152323,75655,76668,98.68,68273,35045,33228,105.47,84050,40610,43440,93.49,2.7,152323,75655,76668,21316,11376,9940,117373,56273,61100,12995,7652,5343,500,281,219,139,73,66,23012,12311,10701,21316,11376,9940,1057,581,476,500,281,219,139,73,66,4.59,4.72,4.45,130368,63925,66443,29,15,14,3241,1774,1467,58129,28229,29900,68969,33907,35062,151684,75301,76383,99436,46739,52697,52248,28562,23686,34.45,37.93,31.01,152323,75655,76668,150255,74657,75598,58,27,31,145,81,64,12,5,7,3,3,0,186,94,92,25,17,8,554,268,286,100,25,75,35,18,17,97,49,48,243,106,137,84,38,46,52,25,27,332,176,156,4,2,2,0,0,0,5,0,5,22,9,13,0,0,0,0,0,0,59,22,37,0,0,0,0,0,0,14,5,9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,13,10,3,1,0,1,0,0,0,0,0,0,1,1,0,11,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3398,47.85915493
0.023,1.132,60,4404,44,440402,Xiangzhou Qu,250022,199373,50649,833908,414067,419841,98.62,574248,288936,285312,101.27,259660,125131,134529,93.01,2.88,833908,414067,419841,273232,138493,134739,505484,247141,258343,49418,25492,23926,5364,2754,2610,410,187,223,309956,156368,153588,273232,138493,134739,30950,14934,16016,5364,2754,2610,410,187,223,9.99,9.55,10.43,554902,272633,282269,835,444,391,63590,32207,31383,184269,96498,87771,306208,143484,162724,828134,411126,417008,394710,190225,204485,433424,220901,212523,52.34,53.73,50.96,833908,414067,419841,815627,405842,409785,394,164,230,868,401,467,101,49,52,62,33,29,1430,647,783,115,58,57,6159,2735,3424,148,48,100,323,146,177,947,448,499,855,394,461,1366,627,739,282,136,146,4552,2029,2523,20,7,13,0,0,0,18,6,12,154,67,87,4,1,3,1,1,0,194,106,88,4,2,2,2,0,2,9,2,7,0,0,0,9,6,3,2,1,1,0,0,0,36,15,21,16,7,9,46,10,36,0,0,0,1,0,1,2,1,1,23,7,16,60,35,25,28,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,20965,23.21705426
0.058,1.249,1,4404,44,440421,Doumen Xian,111481,102857,8624,401529,204346,197183,103.63,361835,185562,176273,105.27,39694,18784,20910,89.83,3.52,401529,204346,197183,282709,146425,136284,104646,51169,53477,6277,3140,3137,7534,3520,4014,363,92,271,320217,164408,155809,282709,146425,136284,29611,14371,15240,7534,3520,4014,363,92,271,9.25,8.74,9.78,110923,54309,56614,19664,9800,9864,260,126,134,39938,20371,19567,51061,24012,27049,393632,200734,192898,246931,121942,124989,146701,78792,67909,37.27,39.25,35.2,401529,204346,197183,394336,201056,193280,80,24,56,50,25,25,53,20,33,12,7,5,735,313,422,24,6,18,3860,1802,2058,38,21,17,22,11,11,65,27,38,309,106,203,1247,606,641,20,8,12,471,219,252,1,0,1,0,0,0,1,0,1,40,13,27,0,0,0,1,0,1,14,9,5,0,0,0,0,0,0,48,29,19,0,0,0,0,0,0,1,0,1,0,0,0,6,3,3,0,0,0,36,12,24,2,0,2,0,0,0,0,0,0,3,2,1,36,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,12023,14.41606715
0.008,0.538,2,4405,44,440506,Dahao Qu,33984,33567,417,184746,92311,92435,99.87,181540,90190,91350,98.73,3206,2121,1085,195.48,5.41,184746,92311,92435,161362,81650,79712,6738,2863,3875,354,245,109,16286,7551,8735,6,2,4,181223,90831,90392,161362,81650,79712,3569,1628,1941,16286,7551,8735,6,2,4,1.97,1.79,2.15,7092,3108,3984,44,14,30,2122,819,1303,2132,909,1223,2794,1366,1428,168454,84758,83696,72340,35285,37055,96114,49473,46641,57.06,58.37,55.73,184746,92311,92435,184634,92272,92362,3,0,3,5,2,3,0,0,0,1,0,1,6,4,2,0,0,0,31,5,26,5,3,2,1,1,0,4,2,2,16,11,5,8,1,7,0,0,0,15,6,9,0,0,0,0,0,0,0,0,0,12,4,8,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3480,29.74358974
0.003,0.215,1,4405,44,440507,Longhu Qu,69090,61769,7321,255888,127939,127949,99.99,220852,110108,110744,99.43,35036,17831,17205,103.64,3.58,255888,127939,127949,144491,71972,72519,101873,51224,50649,5427,2833,2594,4045,1883,2162,52,27,25,159784,79335,80449,144491,71972,72519,11196,5453,5743,4045,1883,2162,52,27,25,7.01,6.87,7.14,107300,54057,53243,44,25,19,35424,17751,17673,31153,15426,15727,40679,20855,19824,251791,126029,125762,90402,46933,43469,161389,79096,82293,64.1,62.76,65.44,255888,127939,127949,255142,127548,127594,18,9,9,89,46,43,2,0,2,4,1,3,95,58,37,8,4,4,138,65,73,22,5,17,5,1,4,38,15,23,50,26,24,24,9,15,3,3,0,174,102,72,1,1,0,0,0,0,0,0,0,14,5,9,0,0,0,1,0,1,44,30,14,0,0,0,0,0,0,5,3,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,45,2778,61.73333333
0.007,0.584,2,4405,44,440508,Jinyuan Qu,124174,120718,3456,459687,228337,231350,98.7,440074,216917,223157,97.2,19613,11420,8193,139.39,3.65,459687,228337,231350,325535,161825,163710,125731,62437,63294,2330,1141,1189,5988,2885,3103,103,49,54,365674,181496,184178,325535,161825,163710,34048,16737,17311,5988,2885,3103,103,49,54,9.31,9.22,9.4,128061,63578,64483,458,233,225,85768,42004,43764,26171,13029,13142,15664,8312,7352,453596,225403,228193,73443,40167,33276,380153,185236,194917,83.81,82.18,85.42,459687,228337,231350,459099,228030,231069,26,15,11,51,20,31,4,1,3,5,2,3,88,64,24,2,0,2,86,45,41,17,7,10,18,3,15,80,34,46,31,17,14,25,14,11,0,0,0,98,56,42,0,0,0,0,0,0,1,0,1,14,3,11,0,0,0,0,0,0,34,18,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,6002,55.57407407
